temp_avg,humidity_avg,leaf_wetness_hours,soil_moisture,ph_water,ec_water,irrigation_l_day,plant_age_days,light_hours,disease_future
21.4,90.0,10,51.3,6.33,1.77,3.1,59,11.0,5
20.3,96.9,7,60.1,6.48,2.32,3.2,37,11.3,5
22.4,92.2,11,64.4,6.01,2.76,2.6,54,11.0,5
21.7,97.1,7,57.4,6.79,2.69,3.4,58,13.1,5
18.2,95.0,10,60.7,6.13,2.3,2.8,30,12.1,5
24.7,88.0,7,65.0,6.11,1.9,2.3,64,10.5,5
22.0,91.7,12,63.2,6.22,2.15,1.3,94,12.1,5
24.1,95.6,11,49.6,6.55,2.75,2.1,22,13.8,5
23.1,90.0,9,57.2,6.67,1.62,3.1,96,8.5,5
20.4,87.9,9,47.9,6.12,1.97,1.7,71,10.3,5
24.3,93.1,12,57.3,5.92,2.31,2.4,79,13.2,5
23.5,89.1,11,52.8,6.06,1.22,3.5,77,12.4,5
21.0,93.9,9,51.2,5.88,1.81,1.4,73,13.6,5
23.9,89.1,6,45.5,6.43,2.11,1.3,53,8.2,5
19.9,98.6,9,56.9,6.54,2.64,3.0,47,13.2,5
22.7,90.2,10,61.9,6.23,2.79,1.1,80,12.8,5
18.8,98.6,11,57.1,6.75,2.09,2.6,85,12.9,5
24.1,89.2,12,42.1,6.53,2.71,1.8,85,11.6,5
23.1,94.1,6,67.7,6.18,1.36,2.8,56,8.3,5
19.1,87.0,10,40.2,5.9,2.32,1.3,35,11.2,5
18.1,96.7,10,66.6,6.29,1.84,1.8,91,10.4,5
20.7,88.0,11,63.0,6.3,2.4,1.0,94,11.2,5
22.7,98.0,11,42.9,6.35,2.59,1.6,64,12.4,5
20.0,91.8,7,47.1,6.48,1.29,2.2,34,11.6,5
24.8,86.4,12,50.5,6.06,2.7,1.4,23,9.8,5
24.5,90.5,11,67.3,5.8,1.31,2.5,42,11.6,5
22.2,96.7,8,69.4,6.61,2.41,1.3,91,8.5,5
20.2,86.1,9,42.6,6.62,1.31,2.9,99,8.0,5
24.3,94.4,11,51.9,6.71,2.58,3.3,35,10.4,5
23.6,92.6,8,44.5,6.77,1.53,2.0,72,12.5,5
18.6,89.6,8,48.4,5.96,1.89,2.3,29,12.9,5
21.3,96.3,7,69.4,6.15,2.69,2.2,53,11.3,5
24.9,85.8,8,69.5,6.65,2.47,3.0,37,13.2,5
21.2,92.5,9,54.2,6.73,2.46,3.5,72,8.8,5
24.5,92.6,6,45.5,5.81,2.42,2.8,35,13.8,5
24.8,86.3,10,56.4,6.19,2.11,1.5,81,13.5,5
20.7,87.0,9,49.6,5.91,2.72,2.7,71,11.6,5
24.8,91.1,7,67.9,6.59,2.53,2.5,76,8.4,5
19.0,93.0,6,64.5,6.55,1.9,1.5,91,10.7,5
19.1,85.8,7,49.3,6.55,2.39,1.6,83,9.1,5
19.9,85.2,12,40.5,6.19,2.8,2.6,42,11.8,5
21.3,87.9,9,69.9,6.21,2.59,3.0,59,9.1,5
19.3,92.3,10,60.5,6.06,1.2,2.9,33,10.9,5
20.4,85.6,8,52.8,6.16,2.38,2.5,99,9.2,5
18.7,96.0,11,48.7,6.78,2.64,3.3,37,9.1,5
21.0,87.3,11,40.1,5.85,1.72,2.8,55,9.5,5
23.8,96.6,8,44.6,6.12,2.76,2.4,58,8.2,5
22.2,88.1,7,40.2,6.59,1.84,3.0,60,12.3,5
23.7,90.2,6,57.9,6.18,1.87,1.7,20,9.8,5
18.9,92.2,11,59.9,6.75,1.46,1.7,90,12.2,5
20.8,90.2,10,63.0,6.13,1.35,3.4,61,11.9,5
18.3,85.4,7,45.6,6.65,2.06,3.4,43,8.4,5
20.6,98.6,10,42.9,6.62,2.16,3.2,84,9.9,5
22.3,89.3,11,59.5,5.81,1.79,1.5,37,11.4,5
22.0,87.0,7,55.0,6.2,2.17,2.5,33,13.5,5
18.4,87.0,12,66.3,6.08,1.83,2.3,38,10.4,5
18.4,99.6,12,56.0,6.28,2.59,1.5,26,11.0,5
20.1,86.8,6,53.3,6.26,2.73,2.1,83,12.5,5
23.4,90.2,12,54.6,6.71,2.15,2.2,21,12.8,5
18.1,86.0,9,63.5,5.98,2.55,1.6,26,13.5,5
22.3,96.0,8,40.5,5.98,2.57,3.4,47,11.0,5
19.3,94.0,10,67.5,5.91,2.34,2.2,49,9.2,5
24.6,93.0,12,61.4,6.54,1.51,2.3,92,12.6,5
21.0,97.8,10,66.6,6.72,1.45,2.5,55,8.8,5
18.3,93.6,6,68.8,6.17,2.67,3.2,41,10.5,5
23.0,99.3,10,46.8,5.86,1.62,2.3,98,11.8,5
21.4,94.3,9,57.4,5.96,1.59,2.4,97,12.2,5
24.2,90.3,9,54.6,5.9,1.47,1.6,46,12.4,5
22.6,85.6,6,56.1,6.39,2.04,2.5,29,9.2,5
22.8,95.9,7,41.4,6.08,2.28,2.0,41,13.9,5
23.4,90.6,7,67.4,6.7,2.28,2.6,42,9.1,5
20.9,94.0,10,68.6,5.96,1.62,1.8,71,8.6,5
23.5,98.1,12,60.6,6.73,1.35,2.8,61,12.0,5
18.4,85.1,10,47.7,6.13,1.7,2.5,60,13.5,5
23.4,96.4,6,63.6,6.67,2.01,2.2,67,11.4,5
22.5,91.5,12,61.9,6.75,2.18,1.2,88,11.6,5
22.0,86.9,9,57.2,6.79,1.63,2.6,70,11.2,5
20.2,93.7,6,45.1,6.6,1.49,3.1,20,8.3,5
18.8,93.0,7,46.0,5.9,2.55,1.4,75,12.1,5
22.5,97.6,9,57.7,5.86,2.57,1.2,90,10.1,5
21.3,92.8,10,43.9,6.54,1.65,1.1,43,13.6,5
19.5,97.4,7,61.7,6.7,2.1,1.1,34,9.1,5
18.3,93.2,12,46.4,5.97,1.9,3.1,94,9.8,5
21.8,91.7,12,67.3,6.74,1.43,2.8,63,11.0,5
18.9,90.6,8,67.0,6.41,2.7,1.5,68,10.9,5
24.5,87.6,7,48.8,5.92,1.22,3.3,68,10.4,5
19.1,93.8,9,42.5,5.97,1.5,1.3,87,9.9,5
18.2,93.2,9,58.3,5.87,1.75,1.9,93,8.9,5
19.8,99.6,6,53.5,5.94,2.57,2.1,56,12.9,5
19.2,91.2,9,44.3,6.53,2.46,1.2,93,10.7,5
23.5,91.3,8,55.9,6.02,2.13,1.9,61,11.4,5
20.0,87.5,8,69.8,6.36,2.31,1.3,78,11.3,5
19.7,94.0,12,42.1,6.52,1.75,3.0,94,11.5,5
25.0,97.7,9,47.9,6.7,2.7,1.1,29,12.2,5
19.1,88.7,10,56.2,6.39,1.24,1.0,72,11.8,5
18.6,85.1,9,63.8,6.37,1.36,2.8,61,9.6,5
20.1,95.4,10,40.6,6.71,2.68,3.0,27,11.3,5
20.8,85.5,9,62.0,6.09,2.71,2.2,94,9.5,5
23.3,91.1,7,44.2,6.0,1.98,1.8,43,11.5,5
24.7,94.2,9,64.9,6.67,2.12,1.6,70,10.6,5
23.3,90.8,7,60.8,5.87,2.64,1.3,90,8.2,5
23.1,88.9,10,53.7,5.99,2.57,2.2,79,12.4,5
24.9,97.0,9,64.6,6.21,2.58,2.2,40,9.6,5
23.4,89.5,10,62.0,6.16,1.79,2.1,72,13.5,5
19.0,87.7,12,62.8,6.51,2.53,2.9,25,9.7,5
21.2,90.8,8,48.7,5.89,1.31,1.2,50,14.0,5
21.5,87.0,11,58.6,6.28,1.98,2.7,31,10.8,5
20.1,95.4,12,44.2,6.61,1.58,2.0,32,8.2,5
19.1,95.7,6,64.6,6.48,1.26,1.6,68,8.5,5
23.0,85.2,10,55.8,6.43,2.19,2.7,50,8.5,5
19.9,95.4,7,64.7,6.04,1.32,1.5,28,8.3,5
22.4,89.5,6,46.3,6.19,1.39,1.6,46,9.6,5
20.3,94.8,11,43.9,5.98,1.33,3.5,72,9.9,5
21.5,95.6,12,60.7,6.31,2.76,3.2,70,8.7,5
20.4,89.2,9,41.8,6.38,1.26,2.7,91,10.6,5
20.9,87.8,7,47.3,6.43,1.63,1.8,46,10.2,5
23.1,97.4,6,67.3,6.68,2.24,2.3,59,11.8,5
24.2,96.1,12,44.0,5.86,2.52,1.3,81,9.2,5
21.6,97.6,6,51.3,6.19,2.17,1.8,77,13.5,5
22.3,91.5,10,68.4,6.39,2.76,1.2,34,11.1,5
24.1,91.8,12,40.6,6.37,1.74,2.5,58,11.7,5
19.0,90.2,9,53.4,5.82,1.96,3.1,89,8.2,5
19.1,92.5,9,63.6,5.99,2.51,3.0,27,11.4,5
20.5,94.7,9,67.3,6.65,2.29,3.1,54,10.2,5
20.2,97.2,10,62.1,6.32,1.54,1.4,82,13.5,5
24.9,87.7,10,66.7,6.21,2.0,2.6,50,13.3,5
21.9,91.1,9,41.0,6.7,2.76,3.4,61,11.8,5
21.7,91.9,12,43.0,5.87,2.58,3.0,85,12.6,5
22.1,92.3,6,62.1,6.72,1.51,1.0,60,11.9,5
24.1,93.1,11,62.6,5.83,1.49,3.2,20,8.1,5
19.7,97.0,9,58.2,6.36,2.53,2.8,93,12.2,5
21.6,98.3,10,61.9,6.36,1.52,1.3,52,9.1,5
19.9,87.4,9,65.7,6.44,1.92,1.8,56,12.1,5
23.5,95.7,10,56.4,5.83,1.49,1.3,76,8.1,5
23.4,92.2,9,68.4,6.33,1.22,2.8,30,9.9,5
24.7,91.3,12,60.8,5.91,2.6,1.0,66,11.1,5
21.1,86.7,11,54.2,5.96,2.45,2.2,85,10.0,5
19.1,86.0,6,52.6,6.02,1.95,3.5,23,12.2,5
24.3,99.7,12,62.5,6.41,1.46,3.1,96,11.1,5
24.2,94.6,6,58.9,6.19,2.49,2.5,96,13.8,5
19.6,91.8,10,64.5,5.89,1.77,2.7,74,10.1,5
19.9,96.4,10,63.4,6.09,2.26,2.5,31,12.3,5
20.2,86.4,7,55.7,5.88,1.71,3.0,85,13.0,5
21.2,94.1,8,68.4,6.46,1.89,3.2,56,9.5,5
23.8,94.9,7,61.1,6.36,2.06,2.9,42,12.5,5
19.0,91.8,10,46.0,6.21,2.42,1.5,74,10.4,5
22.9,88.8,11,58.6,6.73,2.53,1.9,38,8.8,5
20.5,99.3,10,46.1,6.32,1.91,3.0,86,8.0,5
19.4,89.5,9,56.8,6.69,1.57,3.1,42,12.5,5
20.4,86.9,7,63.7,6.38,1.45,2.6,23,9.1,5
21.7,94.5,8,64.4,6.18,1.75,2.8,37,8.3,5
24.4,93.6,7,59.5,6.34,2.48,1.4,31,11.0,5
22.4,96.3,12,63.5,5.95,1.64,1.9,54,10.1,5
22.2,96.3,6,54.2,6.47,1.28,2.3,46,12.2,5
18.8,94.3,12,56.5,6.78,2.1,3.5,62,8.6,5
18.6,88.1,6,66.4,6.05,1.25,3.0,97,8.8,5
18.9,98.3,7,54.8,6.12,2.62,1.5,86,10.4,5
18.7,88.7,11,50.5,6.21,2.28,1.9,88,11.1,5
22.0,86.4,12,63.9,6.28,1.61,1.5,83,12.9,5
21.2,89.5,7,41.5,6.52,1.95,1.4,71,11.5,5
18.0,92.2,11,68.8,5.94,2.38,1.3,36,13.4,5
20.5,88.1,10,50.2,6.1,2.67,3.4,52,9.3,5
18.9,90.0,11,58.9,6.34,2.6,3.3,91,11.6,5
24.9,92.7,9,60.6,6.39,1.31,2.2,71,11.9,5
21.2,89.8,6,44.1,6.34,1.33,2.4,54,12.4,5
21.0,86.3,8,64.7,6.24,2.16,3.1,39,13.9,5
22.5,88.0,9,57.2,6.51,1.99,2.6,64,10.8,5
20.5,96.9,11,49.8,6.0,1.67,2.8,96,10.2,5
23.0,99.3,12,65.5,6.08,2.76,3.0,87,13.1,5
24.3,87.2,7,58.8,6.24,2.39,2.2,69,9.1,5
21.5,95.2,12,63.6,6.5,2.3,3.4,77,8.2,5
20.7,98.6,12,69.8,5.88,1.49,2.6,49,10.7,5
21.7,89.5,6,43.9,5.92,1.65,2.6,89,9.5,5
22.2,97.4,7,62.5,6.58,2.17,1.4,21,10.4,5
23.9,98.6,12,62.7,6.06,2.47,3.5,98,13.9,5
20.8,89.5,6,66.2,6.76,2.69,1.2,53,10.1,5
18.4,85.9,8,52.2,6.76,2.32,3.5,71,12.2,5
22.4,98.8,9,66.1,6.49,1.87,3.3,35,9.5,5
24.9,90.0,8,59.2,6.52,2.31,3.1,62,9.8,5
24.0,85.2,8,42.1,6.45,1.31,2.7,83,9.5,5
23.3,92.1,9,40.9,5.98,2.16,2.5,46,11.4,5
19.2,86.7,11,54.4,6.3,2.63,3.5,84,9.4,5
23.2,98.5,9,63.6,6.59,2.22,3.4,32,12.3,5
18.6,87.3,11,51.5,6.57,1.21,3.0,59,12.1,5
21.5,89.6,12,65.6,6.7,2.31,1.2,51,10.5,5
20.6,96.9,8,54.8,6.7,2.36,1.9,86,8.2,5
24.3,97.1,12,40.8,6.06,2.07,3.2,33,8.1,5
19.1,98.5,7,69.2,6.52,2.51,2.8,77,11.2,5
23.5,92.5,9,54.7,6.45,1.52,1.3,65,13.0,5
18.3,99.8,8,59.5,6.69,1.85,1.9,94,11.6,5
22.9,92.7,8,46.0,5.98,2.49,1.0,78,10.6,5
20.1,96.9,8,48.9,6.54,2.17,3.2,84,13.3,5
24.8,90.4,12,54.5,6.22,2.79,2.9,52,9.2,5
22.7,99.1,7,65.7,6.19,1.31,2.1,65,10.2,5
20.2,95.3,10,43.1,5.84,1.59,2.9,73,11.4,5
19.6,86.2,10,63.4,6.76,1.52,3.3,85,9.8,5
22.5,86.6,9,57.4,6.48,2.76,1.7,23,14.0,5
19.9,98.4,12,55.0,6.39,2.59,1.7,73,10.7,5
19.3,97.1,10,66.3,6.05,1.41,2.2,23,8.3,5
22.5,90.0,6,43.5,6.46,1.77,2.8,36,9.1,5
23.1,92.8,11,69.7,6.75,1.28,3.5,99,11.2,5
19.7,97.8,9,65.6,5.96,2.21,1.4,92,11.3,5
21.8,86.6,9,49.8,6.78,1.73,1.9,93,13.9,5
22.6,87.1,8,53.5,6.23,1.61,1.9,90,11.6,5
24.6,95.7,11,40.8,6.78,2.04,2.8,92,12.0,5
23.6,86.2,6,55.8,6.43,2.47,3.2,74,9.3,5
20.9,90.3,10,56.4,6.12,1.85,1.5,67,8.6,5
23.9,88.8,9,67.8,6.17,2.41,2.8,68,11.6,5
21.1,96.4,12,51.6,6.09,1.91,3.3,42,13.2,5
18.9,85.0,12,57.1,6.13,1.54,1.3,46,11.5,5
20.4,86.7,11,62.2,6.45,1.91,2.6,44,10.7,5
23.6,86.5,12,58.3,5.82,2.06,1.5,43,11.5,5
24.7,89.8,6,44.7,6.77,1.94,2.1,99,10.8,5
24.9,88.5,7,45.2,6.57,1.64,1.3,99,8.9,5
22.5,88.4,7,44.2,6.74,1.5,2.7,39,12.4,5
21.3,90.6,12,46.5,6.52,2.72,2.0,72,11.2,5
19.1,88.2,8,49.8,6.28,1.68,2.4,93,10.4,5
18.7,86.6,6,62.2,5.99,2.33,2.3,45,11.4,5
21.6,93.7,9,41.8,6.32,1.75,2.7,79,9.4,5
23.1,99.3,7,64.6,6.51,2.75,3.2,21,10.6,5
20.3,94.1,11,47.9,6.65,2.78,1.7,22,11.7,5
22.7,96.4,7,58.4,6.12,2.52,2.5,75,9.4,5
22.0,99.6,11,56.6,6.31,2.13,2.4,85,12.5,5
24.6,87.3,10,44.6,6.42,2.07,1.8,44,11.1,5
19.5,91.9,10,48.6,6.39,1.73,2.2,87,13.2,5
22.1,93.7,6,48.9,5.85,1.4,1.1,34,13.1,5
20.9,89.8,12,58.7,6.28,1.33,2.1,26,11.0,5
19.8,94.2,10,63.7,6.61,1.94,1.7,90,9.2,5
20.5,94.4,6,69.9,6.6,2.77,3.2,60,12.4,5
20.1,97.6,9,42.9,6.31,1.6,1.9,79,10.5,5
21.7,97.5,9,68.2,6.75,1.86,1.5,63,11.6,5
21.9,87.1,9,56.8,6.63,2.23,2.3,52,8.6,5
24.1,87.5,10,50.7,6.54,1.76,3.0,85,11.8,5
23.5,88.3,10,48.5,6.32,1.21,1.9,42,10.2,5
20.1,88.9,8,46.3,6.39,1.83,3.1,83,10.0,5
24.5,93.5,7,56.7,6.02,2.49,1.8,25,13.9,5
24.1,89.9,11,68.4,6.33,2.71,2.8,82,10.6,5
22.4,99.3,9,45.5,6.33,1.64,1.3,62,12.1,5
18.1,86.8,12,53.1,6.0,2.67,1.2,44,11.8,5
19.5,88.7,10,46.1,6.75,2.59,2.8,27,8.6,5
23.5,98.0,7,45.3,6.04,1.85,1.9,56,12.5,5
21.2,93.8,9,66.0,5.9,1.21,2.0,78,9.9,5
18.9,93.2,9,47.9,6.27,2.55,2.4,47,12.8,5
20.9,93.9,11,47.4,6.49,1.66,3.5,72,11.6,5
19.5,88.8,7,67.3,6.0,2.41,1.4,90,9.9,5
24.2,96.4,7,51.6,5.98,2.11,1.7,74,10.1,5
24.2,92.4,10,40.3,6.06,1.55,2.6,55,12.4,5
20.7,85.6,7,61.6,6.1,2.24,2.8,81,11.3,5
19.0,87.7,12,55.5,6.05,2.42,2.8,34,12.0,5
20.5,97.2,12,63.2,6.27,1.96,2.5,73,8.9,5
18.9,90.2,7,57.1,5.82,2.4,2.5,80,12.7,5
20.1,96.6,10,50.5,5.89,1.85,1.4,73,9.9,5
23.4,95.0,9,42.0,6.53,2.77,3.1,88,11.7,5
20.0,89.5,11,66.0,6.21,1.58,1.0,48,8.7,5
21.8,86.9,7,46.2,6.16,2.44,2.0,46,9.9,5
18.8,97.1,11,69.1,5.81,2.4,1.5,87,11.9,5
20.4,94.6,12,47.4,6.1,2.05,1.3,31,9.6,5
18.3,89.5,8,64.8,6.62,1.76,1.8,42,13.3,5
21.8,92.8,6,63.7,6.14,1.91,2.6,69,12.0,5
20.4,94.2,11,53.9,6.76,2.21,2.2,94,13.2,5
24.1,85.0,7,52.1,6.19,2.05,3.2,95,10.4,5
20.7,95.1,11,61.1,6.26,2.42,2.5,92,8.2,5
21.9,94.8,7,55.9,6.6,1.78,1.6,46,11.5,5
24.8,86.2,12,59.0,6.78,1.37,2.3,78,10.0,5
22.5,96.8,6,54.1,6.17,2.01,1.6,28,10.7,5
21.5,97.4,8,56.7,5.92,1.61,1.4,52,12.1,5
18.7,89.4,11,45.7,6.32,2.19,3.4,89,12.2,5
23.7,87.4,9,41.7,6.39,2.03,2.2,70,8.2,5
22.5,95.3,8,50.7,6.76,2.45,2.6,59,12.6,5
18.8,86.9,6,54.0,6.21,2.12,3.2,25,11.0,5
19.7,97.9,11,67.2,5.89,1.89,1.8,23,11.3,5
21.8,92.2,7,52.4,6.45,1.39,3.0,22,9.8,5
18.3,98.6,9,53.0,5.82,1.39,3.0,32,10.5,5
23.0,94.6,8,60.2,6.23,2.22,3.1,45,12.3,5
19.6,89.3,8,46.2,6.21,2.61,1.5,53,12.7,5
21.4,92.0,9,66.1,6.05,1.86,3.4,96,10.3,5
19.7,92.9,8,52.8,6.76,2.05,1.7,72,12.1,5
21.4,97.2,6,67.9,6.2,2.15,2.9,66,9.5,5
19.3,97.9,9,48.1,6.69,1.96,1.4,27,13.0,5
22.2,95.2,6,54.0,6.32,1.3,3.3,95,11.7,5
24.4,89.4,9,63.3,6.62,2.14,2.1,27,12.7,5
23.7,92.9,6,56.7,6.25,1.42,2.7,38,10.9,5
19.7,87.0,7,59.8,6.79,2.09,3.1,93,9.4,5
21.5,88.5,7,48.4,6.44,2.44,1.7,51,10.6,5
21.0,89.5,8,49.9,5.96,1.21,2.0,40,10.3,5
24.8,86.1,9,55.2,5.81,1.89,1.8,83,10.0,5
23.6,98.3,11,46.1,6.73,2.39,1.7,42,9.3,5
18.8,86.8,9,43.8,6.49,2.05,2.3,90,12.6,5
19.2,95.5,6,65.3,5.91,1.58,2.4,61,8.5,5
22.9,92.6,11,63.2,6.54,2.32,1.2,54,13.3,5
19.1,97.5,8,68.0,6.03,2.45,2.7,21,9.1,5
24.7,96.1,12,57.6,6.61,1.78,2.1,90,13.9,5
25.0,96.4,8,52.6,6.41,1.68,3.2,95,13.9,5
23.4,91.3,12,43.1,5.92,2.07,3.2,71,10.4,5
18.2,97.5,11,65.5,5.87,1.78,2.8,36,13.9,5
21.4,86.4,9,53.7,6.27,2.54,3.1,28,13.2,5
20.8,91.7,12,56.8,6.74,2.45,3.3,71,8.5,5
23.6,99.9,7,49.4,6.36,1.7,2.4,22,13.7,5
20.0,99.2,12,55.7,6.56,1.93,3.4,41,8.3,5
20.7,86.2,9,63.5,6.27,2.62,3.4,73,9.1,5
18.7,93.6,12,61.4,6.18,1.44,1.3,55,11.5,5
20.4,89.7,11,69.7,6.62,2.41,2.3,58,8.5,5
21.3,88.8,7,59.5,6.29,1.28,3.1,33,10.6,6
27.6,81.1,7,64.7,6.58,2.05,1.9,78,8.6,6
28.0,90.2,8,54.3,6.37,1.36,2.3,71,8.6,6
26.4,93.5,5,60.3,6.68,2.47,1.1,20,13.5,6
24.1,87.6,7,62.0,6.25,1.29,1.2,94,13.4,6
27.2,87.4,4,58.4,6.5,1.21,2.4,36,11.7,6
20.9,94.9,6,50.6,6.27,2.58,3.1,75,13.8,6
27.5,89.5,4,44.0,6.66,2.71,1.2,24,10.9,6
22.8,92.1,4,59.4,6.79,1.34,2.0,36,12.7,6
26.9,89.7,4,63.1,6.04,1.65,3.4,37,8.6,6
25.3,83.3,8,45.7,6.27,2.39,2.8,74,10.4,6
27.7,84.3,8,54.8,5.88,2.06,1.5,66,11.1,6
26.9,90.0,4,51.9,5.94,2.72,1.7,99,12.7,6
27.1,86.8,6,46.2,6.73,1.82,3.4,68,10.0,6
25.1,86.1,5,47.4,6.34,1.21,1.6,42,13.9,6
26.7,80.3,5,47.1,6.2,1.23,2.1,40,12.4,6
26.1,93.3,7,52.6,6.47,2.1,1.9,48,11.2,6
21.3,93.3,7,51.7,6.36,2.4,2.2,79,10.0,6
25.2,86.9,6,56.6,6.09,2.46,1.6,65,11.9,6
21.2,90.5,4,42.8,6.03,2.66,2.7,29,12.0,6
27.0,82.7,8,57.4,6.39,1.57,1.6,72,12.1,6
20.5,87.6,7,40.7,5.99,2.38,2.5,26,11.5,6
27.9,86.6,4,47.7,5.94,2.52,1.9,49,10.4,6
23.2,89.8,5,55.1,6.12,2.54,1.6,74,12.9,6
21.4,87.0,6,60.6,6.66,1.86,2.7,84,9.5,6
27.5,87.5,8,63.1,5.84,2.2,3.4,40,11.8,6
20.4,84.4,8,41.1,6.63,2.08,3.2,26,10.8,6
23.8,80.7,7,56.1,6.42,2.16,1.2,63,13.4,6
26.2,93.8,4,50.6,5.84,1.65,2.1,87,11.5,6
22.5,80.2,8,60.8,6.4,2.29,2.7,34,13.1,6
24.2,84.2,5,48.5,6.23,2.34,2.4,21,13.7,6
25.6,86.7,5,62.3,6.64,1.51,2.8,22,8.8,6
27.6,84.8,6,58.1,6.71,1.91,3.4,67,11.3,6
20.8,88.3,6,63.7,6.09,1.88,1.9,87,13.3,6
21.3,86.9,5,69.5,6.58,2.4,2.9,66,13.2,6
24.1,83.8,5,67.3,6.11,2.27,1.2,62,9.2,6
23.3,81.3,4,57.8,6.1,1.96,3.2,46,10.9,6
23.3,82.1,8,66.8,5.99,2.24,2.9,23,9.3,6
22.4,87.3,4,44.6,6.48,1.62,2.3,55,13.4,6
24.5,92.7,6,41.3,6.06,1.57,3.1,99,8.0,6
27.1,81.5,6,56.0,6.26,1.58,2.7,71,9.3,6
21.3,90.2,6,69.2,6.61,1.25,2.4,64,10.5,6
21.7,91.9,8,61.3,6.59,2.31,3.4,70,9.3,6
25.4,84.2,7,49.2,6.66,2.78,1.3,51,13.8,6
20.4,90.0,6,60.1,5.96,1.69,3.5,21,9.5,6
25.4,90.3,6,41.2,6.39,2.69,1.4,36,10.2,6
22.5,90.6,4,54.1,6.71,2.17,2.2,42,9.0,6
22.9,93.4,4,47.1,5.84,1.56,1.6,63,13.6,6
23.2,86.0,7,41.5,6.59,1.22,1.7,65,10.5,6
22.8,83.7,7,47.5,6.05,2.36,2.6,31,9.6,6
26.7,88.2,7,61.7,6.47,2.31,1.1,73,9.5,6
27.6,80.9,7,56.5,6.52,1.57,3.4,32,11.5,6
24.4,85.0,4,40.7,6.73,1.73,1.7,93,13.9,6
24.7,93.2,6,52.3,6.31,2.64,1.7,87,13.8,6
20.6,88.0,4,62.6,6.65,1.45,3.2,90,13.9,6
25.7,86.6,5,68.6,5.85,2.54,2.9,85,10.3,6
24.7,84.0,5,66.2,6.22,1.47,2.7,34,13.5,6
20.4,83.8,6,40.0,6.24,1.97,1.4,81,10.7,6
21.6,83.5,7,46.6,6.34,2.0,2.9,92,11.1,6
21.6,92.4,6,46.2,6.28,1.96,1.9,43,11.1,6
21.4,94.8,5,52.4,6.77,1.66,3.5,89,8.4,6
25.3,88.0,6,59.4,5.88,1.61,2.7,80,9.1,6
27.4,81.2,7,44.6,6.07,2.37,3.1,90,13.3,6
26.1,91.3,4,67.5,6.77,1.64,2.8,99,13.4,6
23.8,93.2,7,63.3,6.25,2.18,2.5,91,9.2,6
23.2,94.0,4,52.6,6.37,2.55,2.8,22,9.8,6
23.1,89.4,5,57.5,5.88,2.54,2.5,48,13.0,6
24.8,87.6,8,56.3,6.08,1.47,1.1,40,9.2,6
22.9,89.3,6,57.5,5.84,2.25,1.9,73,13.3,6
21.8,80.2,8,65.8,5.94,2.16,1.8,25,12.9,6
24.8,89.8,7,46.0,6.43,1.65,2.8,30,12.8,6
23.1,90.6,4,60.5,6.56,1.83,2.4,89,13.4,6
20.1,90.8,7,43.2,6.67,1.66,2.5,46,13.3,6
20.2,88.4,7,53.8,6.05,2.06,3.1,96,13.5,6
22.2,90.5,5,59.1,6.13,2.49,2.3,79,13.3,6
24.1,89.6,7,40.4,6.37,2.6,1.5,92,11.6,6
22.8,81.7,6,43.2,5.88,2.36,1.0,91,8.9,6
20.2,93.5,5,42.7,6.61,1.97,1.4,46,11.7,6
21.8,89.3,8,51.2,6.28,2.73,1.1,51,13.7,6
20.8,90.9,7,58.7,6.77,2.1,1.6,52,13.8,6
27.6,85.1,8,69.9,5.92,1.97,2.6,24,12.4,6
22.5,93.8,6,47.6,5.93,2.57,1.4,28,12.2,6
20.1,87.5,6,44.1,6.15,1.5,1.2,32,13.6,6
25.3,90.2,6,52.4,6.01,1.45,3.4,25,9.7,6
21.9,94.3,8,44.4,6.5,2.45,3.5,93,8.9,6
24.5,93.7,8,40.7,6.75,2.59,2.6,55,9.7,6
21.2,89.7,4,56.9,5.89,1.32,1.3,69,13.7,6
27.9,82.5,5,66.4,6.04,2.42,3.1,80,9.3,6
27.8,94.3,7,65.8,6.04,1.88,2.3,67,9.3,6
25.2,94.8,5,43.0,6.31,2.33,1.5,30,9.2,6
25.7,81.6,6,44.4,6.25,1.42,2.4,36,10.9,6
23.4,86.8,7,54.7,6.53,2.76,1.1,21,12.8,6
27.7,88.2,4,51.0,6.53,2.61,3.4,26,10.3,6
23.4,81.4,5,61.1,6.37,1.85,3.1,76,8.6,6
21.9,82.8,6,54.8,6.39,2.63,1.7,50,12.4,6
20.9,88.1,7,40.6,6.64,2.63,2.0,78,11.7,6
21.7,94.4,7,48.5,6.2,1.94,2.0,65,10.9,6
24.6,80.4,6,67.0,5.81,2.72,3.2,98,13.8,6
22.0,93.7,8,55.3,6.01,2.76,1.9,26,10.8,6
25.2,93.5,5,63.9,5.84,1.55,1.1,33,12.4,6
23.1,92.9,7,52.1,6.19,1.31,1.5,28,9.0,6
27.1,85.7,8,60.3,6.16,1.73,1.5,28,10.5,6
24.5,87.4,4,45.1,5.9,1.98,3.4,21,9.3,6
25.0,86.1,7,62.1,6.56,1.35,3.3,35,10.1,6
24.5,94.2,7,63.6,6.35,1.43,1.8,21,10.9,6
27.1,87.8,4,42.7,6.03,2.75,1.0,98,9.0,6
20.5,81.2,4,45.5,6.56,2.38,2.3,89,12.8,6
